treeType,plantingAreaAcre,plantingMonths,soilFertility,climateType,emissionReductionTCO2e
杨树,170,45,肥沃土壤,亚热带季风气候,260.0
桉树,100,30,中等肥力土壤,热带季风气候,150.0
杉木,120,36,肥沃土壤,温带季风气候,180.0
松树,130,39,中等肥力土壤,寒温带与亚寒带气候,160.0
栎树,90,27,贫瘠土壤,滨海与盐碱化气候,70.0
樟树,115,33,肥沃土壤,热带季风气候,190.0
榆树,140,42,中等肥力土壤,温带大陆性气候,200.0
槐树,105,30,贫瘠土壤,干旱与半干旱气候,50.0
桦树,125,36,肥沃土壤,亚热带季风气候,185.0
杨树,80,21,中等肥力土壤,温带大陆性气候,90.0
桉树,110,27,肥沃土壤,热带季风气候,170.0
杉木,95,24,贫瘠土壤,寒温带与亚寒带气候,40.0
杨树,100,24,肥沃土壤,温带季风气候,250.0
杨树,150,36,中等肥力土壤,亚热带季风气候,420.0
杨树,80,18,贫瘠土壤,干旱与半干旱气候,80.0
桉树,120,30,肥沃土壤,热带季风气候,380.0
桉树,90,20,中等肥力土壤,亚热带季风气候,220.0
桉树,180,48,贫瘠土壤,滨海与盐碱化气候,150.0
杉木,110,26,肥沃土壤,亚热带季风气候,280.0
杉木,130,32,中等肥力土壤,温带大陆性气候,200.0
杉木,70,16,贫瘠土壤,寒温带与亚寒带气候,60.0
松树,140,34,肥沃土壤,温带大陆性气候,320.0
松树,100,22,中等肥力土壤,温带季风气候,230.0
松树,160,40,贫瘠土壤,干旱与半干旱气候,120.0
栎树,95,28,肥沃土壤,温带季风气候,260.0
栎树,125,38,中等肥力土壤,亚热带季风气候,300.0
栎树,85,20,贫瘠土壤,滨海与盐碱化气候,90.0
樟树,105,24,肥沃土壤,亚热带季风气候,270.0
樟树,115,30,中等肥力土壤,热带季风气候,330.0
樟树,95,18,贫瘠土壤,干旱与半干旱气候,70.0
榆树,135,36,肥沃土壤,温带季风气候,350.0
榆树,105,22,中等肥力土壤,温带大陆性气候,210.0
榆树,155,42,贫瘠土壤,寒温带与亚寒带气候,100.0
槐树,120,30,肥沃土壤,温带季风气候,300.0
槐树,90,20,中等肥力土壤,亚热带季风气候,200.0
槐树,160,40,贫瘠土壤,滨海与盐碱化气候,130.0
桦树,110,26,肥沃土壤,温带大陆性气候,240.0
桦树,130,32,中等肥力土壤,寒温带与亚寒带气候,180.0
桦树,70,16,贫瘠土壤,干旱与半干旱气候,50.0
杨树,170,44,肥沃土壤,亚热带季风气候,450.0
杨树,85,20,中等肥力土壤,温带大陆性气候,190.0
杨树,115,28,贫瘠土壤,寒温带与亚寒带气候,90.0
桉树,145,38,肥沃土壤,热带季风气候,410.0
桉树,105,24,中等肥力土壤,亚热带季风气候,250.0
桉树,165,42,贫瘠土壤,滨海与盐碱化气候,140.0
杉木,125,32,肥沃土壤,亚热带季风气候,300.0
杉木,95,22,中等肥力土壤,温带大陆性气候,210.0
杉木,135,34,贫瘠土壤,寒温带与亚寒带气候,80.0
松树,155,40,肥沃土壤,温带大陆性气候,360.0
松树,115,28,中等肥力土壤,温带季风气候,240.0
松树,175,46,贫瘠土壤,干旱与半干旱气候,130.0
杨树,50,24,肥沃土壤,温带季风气候,120.0
杨树,30,18,中等肥力土壤,温带大陆性气候,55.0
杨树,80,36,贫瘠土壤,干旱与半干旱气候,150.0
桉树,60,30,肥沃土壤,热带季风气候,280.0
桉树,40,22,中等肥力土壤,亚热带季风气候,130.0
桉树,70,48,贫瘠土壤,滨海与盐碱化气候,190.0
杉木,25,15,肥沃土壤,亚热带季风气候,45.0
杉木,55,27,中等肥力土壤,温带季风气候,90.0
杉木,90,33,贫瘠土壤,寒温带与亚寒带气候,110.0
松树,35,21,肥沃土壤,温带大陆性气候,70.0
松树,65,39,中等肥力土壤,寒温带与亚寒带气候,160.0
松树,85,42,贫瘠土壤,干旱与半干旱气候,135.0
栎树,45,24,肥沃土壤,温带季风气候,95.0
栎树,75,30,中等肥力土壤,亚热带季风气候,140.0
栎树,50,36,贫瘠土壤,温带大陆性气候,100.0
樟树,20,12,肥沃土壤,亚热带季风气候,30.0
樟树,40,18,中等肥力土壤,热带季风气候,65.0
樟树,60,24,贫瘠土壤,滨海与盐碱化气候,80.0
榆树,30,15,肥沃土壤,温带季风气候,50.0
榆树,50,21,中等肥力土壤,温带大陆性气候,85.0
榆树,70,27,贫瘠土壤,干旱与半干旱气候,105.0
槐树,40,18,肥沃土壤,亚热带季风气候,75.0
槐树,60,24,中等肥力土壤,温带季风气候,120.0
槐树,80,30,贫瘠土壤,滨海与盐碱化气候,140.0
桦树,25,12,肥沃土壤,寒温带与亚寒带气候,35.0
桦树,55,21,中等肥力土壤,温带大陆性气候,70.0
桦树,75,27,贫瘠土壤,干旱与半干旱气候,90.0
杨树,60,30,肥沃土壤,亚热带季风气候,160.0
桉树,70,36,中等肥力土壤,热带季风气候,230.0
杉木,40,24,肥沃土壤,温带季风气候,80.0
松树,50,27,中等肥力土壤,温带大陆性气候,100.0
栎树,35,21,肥沃土壤,亚热带季风气候,75.0
樟树,45,24,中等肥力土壤,热带季风气候,105.0
榆树,55,27,肥沃土壤,温带季风气候,110.0
槐树,65,30,中等肥力土壤,亚热带季风气候,130.0
桦树,30,18,肥沃土壤,寒温带与亚寒带气候,40.0
杨树,70,36,贫瘠土壤,干旱与半干旱气候,120.0
桉树,80,42,贫瘠土壤,滨海与盐碱化气候,170.0
杉木,50,30,贫瘠土壤,寒温带与亚寒带气候,85.0
松树,60,33,贫瘠土壤,温带大陆性气候,105.0
栎树,45,27,贫瘠土壤,滨海与盐碱化气候,90.0
杨树,50,24,肥沃土壤,温带季风气候,120.0
桉树,30,18,中等肥力土壤,热带季风气候,80.0
杉木,60,30,肥沃土壤,亚热带季风气候,150.0
松树,40,20,中等肥力土壤,温带大陆性气候,90.0
栎树,70,36,肥沃土壤,温带季风气候,180.0
樟树,20,12,中等肥力土壤,亚热带季风气候,40.0
榆树,55,26,肥沃土壤,温带大陆性气候,130.0
槐树,35,22,中等肥力土壤,温带季风气候,95.0
桦树,45,28,肥沃土壤,寒温带与亚寒带气候,110.0
杨树,65,32,中等肥力土壤,亚热带季风气候,140.0
桉树,25,16,贫瘠土壤,热带季风气候,60.0
杉木,75,34,中等肥力土壤,亚热带季风气候,160.0
松树,50,24,贫瘠土壤,温带大陆性气候,70.0
栎树,80,40,中等肥力土壤,温带季风气候,200.0
樟树,30,18,贫瘠土壤,亚热带季风气候,50.0
榆树,60,26,中等肥力土壤,温带大陆性气候,125.0
槐树,40,22,贫瘠土壤,温带季风气候,85.0
桦树,50,30,中等肥力土壤,寒温带与亚寒带气候,120.0
杨树,70,36,肥沃土壤,滨海与盐碱化气候,155.0
桉树,35,20,中等肥力土壤,热带季风气候,100.0
杉木,80,42,肥沃土壤,亚热带季风气候,190.0
松树,55,28,中等肥力土壤,温带大陆性气候,105.0
栎树,90,48,肥沃土壤,温带季风气候,220.0
樟树,25,14,中等肥力土壤,亚热带季风气候,45.0
榆树,65,32,肥沃土壤,温带大陆性气候,145.0
槐树,45,26,中等肥力土壤,温带季风气候,100.0
桦树,55,34,肥沃土壤,寒温带与亚寒带气候,130.0
杨树,75,38,中等肥力土壤,亚热带季风气候,160.0
桉树,30,18,贫瘠土壤,热带季风气候,70.0
杉木,85,44,中等肥力土壤,亚热带季风气候,170.0
松树,60,30,贫瘠土壤,温带大陆性气候,80.0
栎树,95,50,中等肥力土壤,温带季风气候,230.0
樟树,35,20,贫瘠土壤,亚热带季风气候,55.0
榆树,70,34,中等肥力土壤,温带大陆性气候,135.0
槐树,50,28,贫瘠土壤,温带季风气候,90.0
桦树,60,36,中等肥力土壤,寒温带与亚寒带气候,140.0
杨树,80,40,肥沃土壤,滨海与盐碱化气候,175.0
桉树,40,22,中等肥力土壤,热带季风气候,110.0
杉木,90,46,肥沃土壤,亚热带季风气候,200.0
松树,65,32,中等肥力土壤,温带大陆性气候,115.0
栎树,100,52,肥沃土壤,温带季风气候,240.0
杨树,100,24,肥沃土壤,温带季风气候,120.0
杨树,150,36,中等肥力土壤,温带大陆性气候,225.0
杨树,80,18,贫瘠土壤,干旱与半干旱气候,40.0
桉树,120,30,肥沃土壤,热带季风气候,180.0
桉树,90,27,中等肥力土壤,亚热带季风气候,135.0
桉树,60,15,贫瘠土壤,滨海与盐碱化气候,30.0
杉木,110,21,肥沃土壤,亚热带季风气候,110.0
杉木,130,33,中等肥力土壤,温带季风气候,195.0
杉木,70,12,贫瘠土壤,寒温带与亚寒带气候,28.0
松树,140,27,肥沃土壤,温带大陆性气候,210.0
松树,100,24,中等肥力土壤,寒温带与亚寒带气候,120.0
松树,80,18,贫瘠土壤,干旱与半干旱气候,40.0
栎树,90,30,肥沃土壤,温带季风气候,135.0
栎树,110,21,中等肥力土壤,亚热带季风气候,110.0
栎树,70,15,贫瘠土壤,滨海与盐碱化气候,35.0
樟树,120,24,肥沃土壤,亚热带季风气候,180.0
樟树,100,27,中等肥力土壤,热带季风气候,150.0
樟树,80,18,贫瘠土壤,滨海与盐碱化气候,40.0
榆树,130,33,肥沃土壤,温带季风气候,195.0
榆树,110,21,中等肥力土壤,温带大陆性气候,110.0
榆树,90,15,贫瘠土壤,干旱与半干旱气候,45.0
槐树,100,24,肥沃土壤,温带季风气候,150.0
槐树,120,30,中等肥力土壤,亚热带季风气候,180.0
槐树,80,18,贫瘠土壤,滨海与盐碱化气候,40.0
桦树,110,27,肥沃土壤,寒温带与亚寒带气候,165.0
桦树,90,21,中等肥力土壤,温带大陆性气候,90.0
桦树,70,15,贫瘠土壤,干旱与半干旱气候,35.0
杨树,160,39,肥沃土壤,温带季风气候,240.0
桉树,130,36,中等肥力土壤,热带季风气候,195.0
杉木,100,24,贫瘠土壤,寒温带与亚寒带气候,40.0
松树,150,30,肥沃土壤,温带大陆性气候,225.0
栎树,110,27,中等肥力土壤,亚热带季风气候,110.0
樟树,120,21,肥沃土壤,亚热带季风气候,180.0
榆树,90,18,贫瘠土壤,干旱与半干旱气候,45.0
槐树,130,33,中等肥力土壤,温带季风气候,195.0
桦树,140,24,肥沃土壤,寒温带与亚寒带气候,210.0
杨树,170,33,中等肥力土壤,温带大陆性气候,221.0
桉树,140,30,肥沃土壤,热带季风气候,210.0
杉木,110,27,中等肥力土壤,亚热带季风气候,165.0
松树,120,24,贫瘠土壤,干旱与半干旱气候,60.0
栎树,130,36,肥沃土壤,温带季风气候,195.0
樟树,100,21,中等肥力土壤,亚热带季风气候,150.0
榆树,90,18,贫瘠土壤,滨海与盐碱化气候,45.0
槐树,110,27,肥沃土壤,温带季风气候,165.0
桦树,100,24,中等肥力土壤,寒温带与亚寒带气候,120.0
杨树,100,24,肥沃土壤,温带季风气候,120.0
桉树,150,30,中等肥力土壤,热带季风气候,220.0
杉木,80,18,肥沃土壤,亚热带季风气候,90.0
松树,200,36,中等肥力土壤,温带大陆性气候,280.0
栎树,120,27,肥沃土壤,温带季风气候,160.0
樟树,90,21,中等肥力土壤,亚热带季风气候,110.0
榆树,160,33,肥沃土壤,温带大陆性气候,200.0
槐树,110,24,中等肥力土壤,温带季风气候,130.0
桦树,130,30,肥沃土壤,寒温带与亚寒带气候,180.0
杨树,140,36,中等肥力土壤,温带大陆性气候,240.0
桉树,170,42,肥沃土壤,热带季风气候,300.0
杉木,100,27,中等肥力土壤,亚热带季风气候,120.0
松树,220,48,肥沃土壤,温带大陆性气候,320.0
栎树,150,33,中等肥力土壤,温带季风气候,190.0
樟树,110,24,肥沃土壤,亚热带季风气候,140.0
榆树,180,39,中等肥力土壤,温带大陆性气候,220.0
槐树,130,30,肥沃土壤,温带季风气候,160.0
桦树,150,36,中等肥力土壤,寒温带与亚寒带气候,200.0
杨树,160,42,肥沃土壤,温带大陆性气候,260.0
桉树,190,48,中等肥力土壤,热带季风气候,340.0
杉木,120,33,肥沃土壤,亚热带季风气候,160.0
松树,240,60,中等肥力土壤,温带大陆性气候,380.0
栎树,170,39,肥沃土壤,温带季风气候,220.0
樟树,130,30,中等肥力土壤,亚热带季风气候,150.0
榆树,200,45,肥沃土壤,温带大陆性气候,260.0
槐树,150,36,中等肥力土壤,温带季风气候,180.0
桦树,170,42,肥沃土壤,寒温带与亚寒带气候,220.0
杨树,180,48,中等肥力土壤,温带大陆性气候,280.0
桉树,210,54,肥沃土壤,热带季风气候,360.0
杉木,140,39,中等肥力土壤,亚热带季风气候,180.0
松树,260,66,肥沃土壤,温带大陆性气候,400.0
栎树,190,45,中等肥力土壤,温带季风气候,240.0
樟树,150,36,肥沃土壤,亚热带季风气候,180.0
榆树,220,51,中等肥力土壤,温带大陆性气候,280.0
槐树,170,42,肥沃土壤,温带季风气候,200.0
桦树,190,48,中等肥力土壤,寒温带与亚寒带气候,240.0
杨树,200,54,肥沃土壤,温带大陆性气候,300.0
桉树,230,60,中等肥力土壤,热带季风气候,380.0
杉木,160,45,肥沃土壤,亚热带季风气候,200.0
松树,280,72,中等肥力土壤,温带大陆性气候,420.0
杨树,100,24,肥沃土壤,温带季风气候,120.0
桉树,80,30,中等肥力土壤,热带季风气候,135.0
杉木,120,18,肥沃土壤,亚热带季风气候,90.0
松树,90,36,中等肥力土壤,温带大陆性气候,140.0
栎树,110,27,肥沃土壤,温带季风气候,130.0
樟树,70,33,中等肥力土壤,亚热带季风气候,115.0
榆树,105,21,肥沃土壤,温带大陆性气候,100.0
槐树,85,39,中等肥力土壤,温带季风气候,150.0
桦树,130,15,肥沃土壤,寒温带与亚寒带气候,80.0
杨树,95,24,中等肥力土壤,温带大陆性气候,110.0
桉树,75,30,贫瘠土壤,热带季风气候,100.0
杉木,115,18,中等肥力土壤,亚热带季风气候,85.0
松树,88,36,贫瘠土壤,温带大陆性气候,115.0
栎树,108,27,中等肥力土壤,温带季风气候,120.0
樟树,72,33,贫瘠土壤,亚热带季风气候,90.0
榆树,102,21,中等肥力土壤,温带大陆性气候,95.0
槐树,82,39,贫瘠土壤,温带季风气候,125.0
桦树,125,15,中等肥力土壤,寒温带与亚寒带气候,75.0
杨树,102,24,贫瘠土壤,干旱与半干旱气候,70.0
桉树,78,30,中等肥力土壤,滨海与盐碱化气候,95.0
杉木,112,18,贫瘠土壤,亚热带季风气候,75.0
松树,92,36,中等肥力土壤,滨海与盐碱化气候,105.0
栎树,106,27,贫瘠土壤,温带季风气候,100.0
樟树,76,33,中等肥力土壤,滨海与盐碱化气候,90.0
榆树,103,21,贫瘠土壤,温带大陆性气候,85.0
槐树,83,39,中等肥力土壤,滨海与盐碱化气候,110.0
桦树,128,15,贫瘠土壤,寒温带与亚寒带气候,65.0
杨树,92,24,中等肥力土壤,滨海与盐碱化气候,90.0
桉树,72,30,贫瘠土壤,滨海与盐碱化气候,70.0
杉木,118,18,中等肥力土壤,滨海与盐碱化气候,80.0
松树,98,36,贫瘠土壤,滨海与盐碱化气候,100.0
栎树,102,27,中等肥力土壤,滨海与盐碱化气候,105.0
樟树,74,33,贫瘠土壤,滨海与盐碱化气候,85.0
榆树,100,21,中等肥力土壤,滨海与盐碱化气候,90.0
槐树,80,39,贫瘠土壤,滨海与盐碱化气候,100.0
桦树,132,15,中等肥力土壤,寒温带与亚寒带气候,70.0
杨树,98,24,肥沃土壤,滨海与盐碱化气候,100.0
桉树,78,30,中等肥力土壤,滨海与盐碱化气候,95.0
杉木,122,18,肥沃土壤,滨海与盐碱化气候,90.0
松树,95,36,中等肥力土壤,滨海与盐碱化气候,105.0
栎树,112,27,肥沃土壤,滨海与盐碱化气候,110.0
杨树,100,24,肥沃土壤,温带季风气候,120.0
杨树,150,36,中等肥力土壤,温带大陆性气候,180.0
杨树,80,18,贫瘠土壤,干旱与半干旱气候,40.0
桉树,200,30,肥沃土壤,热带季风气候,250.0
桉树,120,24,中等肥力土壤,亚热带季风气候,130.0
桉树,90,12,贫瘠土壤,滨海与盐碱化气候,30.0
杉木,180,48,肥沃土壤,亚热带季风气候,220.0
杉木,130,36,中等肥力土壤,温带季风气候,150.0
杉木,70,24,贫瘠土壤,寒温带与亚寒带气候,20.0
松树,220,60,肥沃土壤,温带大陆性气候,280.0
松树,160,48,中等肥力土壤,寒温带与亚寒带气候,160.0
松树,100,36,贫瘠土壤,干旱与半干旱气候,50.0
栎树,190,36,肥沃土壤,温带季风气候,200.0
栎树,140,24,中等肥力土壤,亚热带季风气候,120.0
栎树,80,18,贫瘠土壤,滨海与盐碱化气候,35.0
樟树,210,30,肥沃土壤,亚热带季风气候,230.0
樟树,150,24,中等肥力土壤,热带季风气候,140.0
樟树,110,18,贫瘠土壤,干旱与半干旱气候,45.0
榆树,170,24,肥沃土壤,温带大陆性气候,170.0
榆树,120,18,中等肥力土壤,温带季风气候,90.0
榆树,70,12,贫瘠土壤,寒温带与亚寒带气候,25.0
槐树,230,48,肥沃土壤,温带季风气候,260.0
槐树,170,36,中等肥力土壤,亚热带季风气候,170.0
槐树,110,24,贫瘠土壤,滨海与盐碱化气候,40.0
桦树,200,36,肥沃土壤,寒温带与亚寒带气候,210.0
桦树,150,24,中等肥力土壤,温带大陆性气候,130.0
桦树,90,18,贫瘠土壤,干旱与半干旱气候,30.0
杨树,110,30,肥沃土壤,亚热带季风气候,130.0
桉树,130,24,中等肥力土壤,热带季风气候,140.0
杉木,170,42,肥沃土壤,温带季风气候,190.0
松树,180,54,中等肥力土壤,寒温带与亚寒带气候,170.0
栎树,150,30,肥沃土壤,亚热带季风气候,160.0
樟树,160,27,中等肥力土壤,温带季风气候,100.0
榆树,100,21,肥沃土壤,温带大陆性气候,80.0
槐树,140,33,中等肥力土壤,亚热带季风气候,110.0
桦树,120,24,肥沃土壤,寒温带与亚寒带气候,120.0
杨树,90,18,贫瘠土壤,干旱与半干旱气候,35.0
桉树,110,21,贫瘠土壤,滨海与盐碱化气候,30.0
杉木,100,27,贫瘠土壤,寒温带与亚寒带气候,25.0
松树,120,33,贫瘠土壤,干旱与半干旱气候,40.0
栎树,100,24,贫瘠土壤,滨海与盐碱化气候,30.0
杨树,100,24,肥沃土壤,温带季风气候,30.0
桉树,150,36,中等肥力土壤,热带季风气候,70.0
杉木,80,18,肥沃土壤,亚热带季风气候,20.0
松树,200,48,中等肥力土壤,寒温带与亚寒带气候,45.0
栎树,120,30,肥沃土壤,温带大陆性气候,35.0
樟树,90,27,中等肥力土壤,亚热带季风气候,28.0
榆树,130,21,肥沃土壤,温带季风气候,25.0
槐树,160,33,中等肥力土壤,温带大陆性气候,38.0
桦树,110,15,肥沃土壤,寒温带与亚寒带气候,22.0
杨树,140,39,贫瘠土壤,干旱与半干旱气候,15.0
桉树,170,42,贫瘠土壤,滨海与盐碱化气候,18.0
杉木,70,9,贫瘠土壤,干旱与半干旱气候,8.0
松树,190,45,贫瘠土壤,寒温带与亚寒带气候,20.0
栎树,105,24,贫瘠土壤,温带大陆性气候,12.0
樟树,85,18,贫瘠土壤,亚热带季风气候,10.0
榆树,125,27,贫瘠土壤,温带季风气候,13.0
槐树,155,36,贫瘠土壤,温带大陆性气候,16.0
桦树,100,12,贫瘠土壤,寒温带与亚寒带气候,6.0
杨树,115,30,中等肥力土壤,干旱与半干旱气候,17.0
桉树,135,33,中等肥力土壤,滨海与盐碱化气候,20.0
杉木,75,12,中等肥力土壤,干旱与半干旱气候,9.0
松树,180,42,中等肥力土壤,寒温带与亚寒带气候,23.0
栎树,110,21,中等肥力土壤,温带大陆性气候,14.0
